SiteCode,Year,SpeciesCode,ReportItem,ReportItemName,Annual
BL0,2015,NO2,7,Annual data capture rate (%):,99
BL0,2015,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BL0,2015,O3,0,Ozone,-999
BL0,2015,O3,1,Data capture rate (%):,99
BL0,2015,O3,2,Rolling 8hr max (ug/m3):,138.1
BL0,2015,O3,3,Low days:,355
BL0,2015,O3,4,Moderate days:,2
BL0,2015,O3,5,High days:,0
BL0,2015,O3,6,Very High days:,0
BL0,2015,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),2
BL0,2015,O3,7,Annual data capture rate (%):,99
BL0,2015,PM10,0,PM10 Particulates,-999
BL0,2015,PM10,1,Data capture rate (%):,70
BL0,2015,PM10,2,Hourly mean (ug/m3):,30.2
BL0,2015,PM10,3,Low days:,246
BL0,2015,PM10,4,Moderate days:,6
BL0,2015,PM10,5,High days:,0
BL0,2015,PM10,6,Very High days:,0
BL0,2015,PM10,7,Mean: (AQS Objective < 40ug/m3),19
BL0,2015,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),6
BL0,2015,PM10,7,Annual data capture rate (%):,70
BL0,2015,PM25,0,PM2.5 Particulates,-999
BL0,2015,PM25,1,Data capture rate (%):,96
BL0,2015,PM25,2,Hourly mean (ug/m3):,19.1
BL0,2015,PM25,3,Low days:,336
BL0,2015,PM25,4,Moderate days:,8
BL0,2015,PM25,5,High days:,2
BL0,2015,PM25,6,Very High days:,0
BL0,2015,PM25,7,Mean: (AQS Objective < 25ug/m3),11
BL0,2015,SO2,0,Sulphur Dioxide,-999
BL0,2015,SO2,1,Data capture rate (%):,98
BL0,2015,SO2,2,15min max (ug/m3):,33.3
BL0,2015,SO2,3,Low days:,358
BL0,2015,SO2,4,Moderate days:,0
BL0,2015,SO2,5,High days:,0
BL0,2015,SO2,6,Very High days:,0
BL0,2015,SO2,7,Days where daily mean >125ug/m3: (AQS Objective <= 3),0
BL0,2015,SO2,7,Occurences of 15min mean >267ug/m3: (AQS Objective <= 35),0
BL0,2015,SO2,7,Occurences of hourly mean >350ug/m3: (AQS Objective <= 24),0
BL0,2015,SO2,7,Annual data capture rate (%):,98
BL0,2016,NO2,0,Nitrogen Dioxide,-999
BL0,2016,NO2,1,Data capture rate (%):,98
BL0,2016,NO2,2,Hourly max (ug/m3):,157.7
BL0,2016,NO2,3,Low days:,355
BL0,2016,NO2,4,Moderate days:,0
BL0,2016,NO2,5,High days:,0
BL0,2016,NO2,6,Very High days:,0
BL0,2016,NO2,7,Mean: (AQS Objective < 40ug/m3),42
BL0,2016,NO2,7,Annual data capture rate (%):,98
BL0,2016,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BL0,2016,O3,0,Ozone,-999
BL0,2016,O3,1,Data capture rate (%):,99
BL0,2016,O3,2,Rolling 8hr max (ug/m3):,121.3
BL0,2016,O3,3,Low days:,359
BL0,2016,O3,4,Moderate days:,1
BL0,2016,O3,5,High days:,0
BL0,2016,O3,6,Very High days:,0
BL0,2016,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),1
BL0,2016,O3,7,Annual data capture rate (%):,99
BL0,2016,PM10,0,PM10 Particulates,-999
BL0,2016,PM10,1,Data capture rate (%):,97
BL0,2016,PM10,2,Hourly mean (ug/m3):,32.5
BL0,2016,PM10,3,Low days:,342
BL0,2016,PM10,4,Moderate days:,8
BL0,2016,PM10,5,High days:,1
BL0,2016,PM10,6,Very High days:,0
BL0,2016,PM10,7,Mean: (AQS Objective < 40ug/m3),20
BL0,2016,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),9
BL0,2016,PM10,7,Annual data capture rate (%):,97
BL0,2016,PM25,0,PM2.5 Particulates,-999
BL0,2016,PM25,1,Data capture rate (%):,96
BL0,2016,PM25,2,Hourly mean (ug/m3):,20.9
BL0,2016,PM25,3,Low days:,338
BL0,2016,PM25,4,Moderate days:,7
BL0,2016,PM25,5,High days:,2
BL0,2016,PM25,6,Very High days:,0
BL0,2016,PM25,7,Mean: (AQS Objective < 25ug/m3),12
BL0,2016,SO2,0,Sulphur Dioxide,-999
BL0,2016,SO2,1,Data capture rate (%):,82
BL0,2016,SO2,2,15min max (ug/m3):,17.6
BL0,2016,SO2,3,Low days:,301
BL0,2016,SO2,4,Moderate days:,0
BL0,2016,SO2,5,High days:,0
BL0,2016,SO2,6,Very High days:,0
BL0,2016,SO2,7,Days where daily mean >125ug/m3: (AQS Objective <= 3),0
BL0,2016,SO2,7,Occurences of 15min mean >267ug/m3: (AQS Objective <= 35),0
BL0,2016,SO2,7,Occurences of hourly mean >350ug/m3: (AQS Objective <= 24),0
BL0,2016,SO2,7,Annual data capture rate (%):,83
BL0,2017,NO2,0,Nitrogen Dioxide,-999
BL0,2017,NO2,1,Data capture rate (%):,99
BL0,2017,NO2,2,Hourly max (ug/m3):,134.4
BL0,2017,NO2,3,Low days:,358
BL0,2017,NO2,4,Moderate days:,0
BL0,2017,NO2,5,High days:,0
BL0,2017,NO2,6,Very High days:,0
BL0,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),38
BL0,2017,NO2,7,Annual data capture rate (%):,99
BL0,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BL0,2017,O3,0,Ozone,-999
BL0,2017,O3,1,Data capture rate (%):,99
BL0,2017,O3,2,Rolling 8hr max (ug/m3):,143.5
BL0,2017,O3,3,Low days:,352
BL0,2017,O3,4,Moderate days:,4
BL0,2017,O3,5,High days:,0
BL0,2017,O3,6,Very High days:,0
BL0,2017,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),4
BL0,2017,O3,7,Annual data capture rate (%):,99
BL0,2017,PM10,0,PM10 Particulates,-999
BL0,2017,PM10,1,Data capture rate (%):,95
BL0,2017,PM10,2,Hourly mean (ug/m3):,30.8
BL0,2017,PM10,3,Low days:,334
BL0,2017,PM10,4,Moderate days:,3
BL0,2017,PM10,5,High days:,2
BL0,2017,PM10,6,Very High days:,0
BL0,2017,PM10,7,Mean: (AQS Objective < 40ug/m3),19
BL0,2017,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),6
BL0,2017,PM10,7,Annual data capture rate (%):,95
BL0,2017,PM25,0,PM2.5 Particulates,-999
BL0,2017,PM25,1,Data capture rate (%):,94
BL0,2017,PM25,2,Hourly mean (ug/m3):,22.4
BL0,2017,PM25,3,Low days:,326
BL0,2017,PM25,4,Moderate days:,10
BL0,2017,PM25,5,High days:,0
BL0,2017,PM25,6,Very High days:,2
BL0,2017,PM25,7,Mean: (AQS Objective < 25ug/m3),13
BL0,2017,SO2,0,Sulphur Dioxide,-999
BL0,2017,SO2,1,Data capture rate (%):,85
BL0,2017,SO2,2,15min max (ug/m3):,13.7
BL0,2017,SO2,3,Low days:,305
BL0,2017,SO2,4,Moderate days:,0
BL0,2017,SO2,5,High days:,0
BL0,2017,SO2,6,Very High days:,0
BL0,2017,SO2,7,Days where daily mean >125ug/m3: (AQS Objective <= 3),0
BL0,2017,SO2,7,Occurences of 15min mean >267ug/m3: (AQS Objective <= 35),0
BL0,2017,SO2,7,Occurences of hourly mean >350ug/m3: (AQS Objective <= 24),0
BL0,2017,SO2,7,Annual data capture rate (%):,85
BL0,2018,NO2,0,Nitrogen Dioxide,-999
BL0,2018,NO2,1,Data capture rate (%):,99
BL0,2018,NO2,2,Hourly max (ug/m3):,133.2
BL0,2018,NO2,3,Low days:,358
BL0,2018,NO2,4,Moderate days:,0
BL0,2018,NO2,5,High days:,0
BL0,2018,NO2,6,Very High days:,0
BL0,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),36
BL0,2018,NO2,7,Annual data capture rate (%):,99
BL0,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BL0,2018,O3,0,Ozone,-999
BL0,2018,O3,1,Data capture rate (%):,98
BL0,2018,O3,2,Rolling 8hr max (ug/m3):,143.8
BL0,2018,O3,3,Low days:,343
BL0,2018,O3,4,Moderate days:,11
BL0,2018,O3,5,High days:,0
BL0,2018,O3,6,Very High days:,0
BL0,2018,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),11
BL0,2018,O3,7,Annual data capture rate (%):,98
BL0,2018,PM10,0,PM10 Particulates,-999
BL0,2018,PM10,1,Data capture rate (%):,88
BL0,2018,PM10,2,Hourly mean (ug/m3):,30.5
BL0,2018,PM10,3,Low days:,319
BL0,2018,PM10,4,Moderate days:,1
BL0,2018,PM10,5,High days:,0
BL0,2018,PM10,6,Very High days:,0
BL0,2018,PM10,7,Mean: (AQS Objective < 40ug/m3),17
BL0,2018,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),1
BL0,2018,PM10,7,Annual data capture rate (%):,88
BL0,2018,PM25,0,PM2.5 Particulates,-999
BL0,2018,PM25,1,Data capture rate (%):,92
BL0,2018,PM25,2,Hourly mean (ug/m3):,19.3
BL0,2018,PM25,3,Low days:,326
BL0,2018,PM25,4,Moderate days:,4
BL0,2018,PM25,5,High days:,1
BL0,2018,PM25,6,Very High days:,0
BL0,2018,PM25,7,Mean: (AQS Objective < 25ug/m3),10
BL0,2018,SO2,0,Sulphur Dioxide,-999
BL0,2018,SO2,1,Data capture rate (%):,78
BL0,2018,SO2,2,15min max (ug/m3):,11.3
BL0,2018,SO2,3,Low days:,286
BL0,2018,SO2,4,Moderate days:,0
BL0,2018,SO2,5,High days:,0
BL0,2018,SO2,6,Very High days:,0
BL0,2018,SO2,7,Days where daily mean >125ug/m3: (AQS Objective <= 3),0
BL0,2018,SO2,7,Occurences of 15min mean >267ug/m3: (AQS Objective <= 35),0
BL0,2018,SO2,7,Occurences of hourly mean >350ug/m3: (AQS Objective <= 24),0
BL0,2018,SO2,7,Annual data capture rate (%):,78
BL0,2019,NO2,0,Nitrogen Dioxide,-999
BL0,2019,NO2,1,Data capture rate (%):,98
BL0,2019,NO2,2,Hourly max (ug/m3):,122.2
BL0,2019,NO2,3,Low days:,356
BL0,2019,NO2,4,Moderate days:,0
BL0,2019,NO2,5,High days:,0
BL0,2019,NO2,6,Very High days:,0
BL0,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),32
BL0,2019,NO2,7,Annual data capture rate (%):,98
BL0,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BL0,2019,O3,0,Ozone,-999
BL0,2019,O3,1,Data capture rate (%):,98
BL0,2019,O3,2,Rolling 8hr max (ug/m3):,132.8
BL0,2019,O3,3,Low days:,342
BL0,2019,O3,4,Moderate days:,7
BL0,2019,O3,5,High days:,0
BL0,2019,O3,6,Very High days:,0
BL0,2019,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),8
BL0,2019,O3,7,Annual data capture rate (%):,98
BL0,2019,PM10,0,PM10 Particulates,-999
BL0,2019,PM10,1,Data capture rate (%):,92
BL0,2019,PM10,2,Hourly mean (ug/m3):,28.2
BL0,2019,PM10,3,Low days:,323
BL0,2019,PM10,4,Moderate days:,8
BL0,2019,PM10,5,High days:,0
BL0,2019,PM10,6,Very High days:,0
BL0,2019,PM10,7,Mean: (AQS Objective < 40ug/m3),18
BL0,2019,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),9
BL0,2019,PM10,7,Annual data capture rate (%):,92
BL0,2019,PM25,0,PM2.5 Particulates,-999
BL0,2019,PM25,1,Data capture rate (%):,98
BL0,2019,PM25,2,Hourly mean (ug/m3):,19
BL0,2019,PM25,3,Low days:,343
BL0,2019,PM25,4,Moderate days:,11
BL0,2019,PM25,5,High days:,0
BL0,2019,PM25,6,Very High days:,0
BL0,2019,PM25,7,Mean: (AQS Objective < 25ug/m3),11
BL0,2019,SO2,0,Sulphur Dioxide,-999
BL0,2019,SO2,1,Data capture rate (%):,79
BL0,2019,SO2,2,15min max (ug/m3):,10.8
BL0,2019,SO2,3,Low days:,285
BL0,2019,SO2,4,Moderate days:,0
BL0,2019,SO2,5,High days:,0
BL0,2019,SO2,6,Very High days:,0
BL0,2019,SO2,7,Days where daily mean >125ug/m3: (AQS Objective <= 3),0
BL0,2019,SO2,7,Occurences of 15min mean >267ug/m3: (AQS Objective <= 35),0
BL0,2019,SO2,7,Occurences of hourly mean >350ug/m3: (AQS Objective <= 24),0
BL0,2019,SO2,7,Annual data capture rate (%):,79
BL0,2020,NO2,0,Nitrogen Dioxide,-999
BL0,2020,NO2,1,Data capture rate (%):,78
BL0,2020,NO2,2,Hourly max (ug/m3):,116.2
BL0,2020,NO2,3,Low days:,279
BL0,2020,NO2,4,Moderate days:,0
BL0,2020,NO2,5,High days:,0
BL0,2020,NO2,6,Very High days:,0
BL0,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),28
BL0,2020,NO2,7,Annual data capture rate (%):,78
BL0,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BL0,2020,O3,0,Ozone,-999
BL0,2020,O3,1,Data capture rate (%):,95
BL0,2020,O3,2,Rolling 8hr max (ug/m3):,187.7
BL0,2020,O3,3,Low days:,325
BL0,2020,O3,4,Moderate days:,18
BL0,2020,O3,5,High days:,0
BL0,2020,O3,6,Very High days:,0
BL0,2020,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),18
BL0,2020,O3,7,Annual data capture rate (%):,95
BL0,2020,PM10,0,PM10 Particulates,-999
BL0,2020,PM10,1,Data capture rate (%):,90
BL0,2020,PM10,2,Hourly mean (ug/m3):,28
BL0,2020,PM10,3,Low days:,319
BL0,2020,PM10,4,Moderate days:,4
BL0,2020,PM10,5,High days:,0
BL0,2020,PM10,6,Very High days:,0
BL0,2020,PM10,7,Mean: (AQS Objective < 40ug/m3),16
BL0,2020,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),4
BL0,2020,PM10,7,Annual data capture rate (%):,91
BL0,2020,PM25,0,PM2.5 Particulates,-999
BL0,2020,PM25,1,Data capture rate (%):,88
BL0,2020,PM25,2,Hourly mean (ug/m3):,17.6
BL0,2020,PM25,3,Low days:,312
BL0,2020,PM25,4,Moderate days:,3
BL0,2020,PM25,5,High days:,0
BL0,2020,PM25,6,Very High days:,0
BL0,2020,PM25,7,Mean: (AQS Objective < 25ug/m3),9
BL0,2020,SO2,0,Sulphur Dioxide,-999
BL0,2020,SO2,1,Data capture rate (%):,72
BL0,2020,SO2,2,15min max (ug/m3):,11.6
BL0,2020,SO2,3,Low days:,264
BL0,2020,SO2,4,Moderate days:,0
BL0,2020,SO2,5,High days:,0
BL0,2020,SO2,6,Very High days:,0
BL0,2020,SO2,7,Days where daily mean >125ug/m3: (AQS Objective <= 3),0
BL0,2020,SO2,7,Occurences of 15min mean >267ug/m3: (AQS Objective <= 35),0
BL0,2020,SO2,7,Occurences of hourly mean >350ug/m3: (AQS Objective <= 24),0
BL0,2020,SO2,7,Annual data capture rate (%):,72
BL0,2021,NO2,0,Nitrogen Dioxide,-999
BL0,2021,NO2,1,Data capture rate (%):,98
BL0,2021,NO2,2,Hourly max (ug/m3):,111
BL0,2021,NO2,3,Low days:,356
BL0,2021,NO2,4,Moderate days:,0
BL0,2021,NO2,5,High days:,0
BL0,2021,NO2,6,Very High days:,0
BL0,2021,NO2,7,Mean: (AQS Objective < 40ug/m3),27
BL0,2021,NO2,7,Annual data capture rate (%):,98
BL0,2021,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BL0,2021,O3,0,Ozone,-999
BL0,2021,O3,1,Data capture rate (%):,99
BL0,2021,O3,2,Rolling 8hr max (ug/m3):,139.1
BL0,2021,O3,3,Low days:,354
BL0,2021,O3,4,Moderate days:,5
BL0,2021,O3,5,High days:,0
BL0,2021,O3,6,Very High days:,0
BL0,2021,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),5
BL0,2021,O3,7,Annual data capture rate (%):,99
BL0,2021,PM10,0,PM10 Particulates,-999
BL0,2021,PM10,1,Data capture rate (%):,96
BL0,2021,PM10,2,Hourly mean (ug/m3):,28.4
BL0,2021,PM10,3,Low days:,348
BL0,2021,PM10,4,Moderate days:,0
BL0,2021,PM10,5,High days:,0
BL0,2021,PM10,6,Very High days:,0
BL0,2021,PM10,7,Mean: (AQS Objective < 40ug/m3),16
BL0,2021,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
BL0,2021,PM10,7,Annual data capture rate (%):,96
BL0,2021,PM25,0,PM2.5 Particulates,-999
BL0,2021,PM25,1,Data capture rate (%):,36
BL0,2021,PM25,2,Hourly mean (ug/m3):,21.4
BL0,2021,PM25,3,Low days:,126
BL0,2021,PM25,4,Moderate days:,2
BL0,2021,PM25,5,High days:,0
BL0,2021,PM25,6,Very High days:,0
BL0,2021,PM25,7,Mean: (AQS Objective < 25ug/m3),11
BL0,2021,SO2,0,Sulphur Dioxide,-999
BL0,2021,SO2,1,Data capture rate (%):,82
BL0,2021,SO2,2,15min max (ug/m3):,8.9
BL0,2021,SO2,3,Low days:,298
BL0,2021,SO2,4,Moderate days:,0
BL0,2021,SO2,5,High days:,0
BL0,2021,SO2,6,Very High days:,0
BL0,2021,SO2,7,Days where daily mean >125ug/m3: (AQS Objective <= 3),0
BL0,2021,SO2,7,Occurences of 15min mean >267ug/m3: (AQS Objective <= 35),0
BL0,2021,SO2,7,Occurences of hourly mean >350ug/m3: (AQS Objective <= 24),0
BL0,2021,SO2,7,Annual data capture rate (%):,82
BL0,2022,NO2,0,Nitrogen Dioxide,-999
BL0,2022,NO2,1,Data capture rate (%):,87
BL0,2022,NO2,2,Hourly max (ug/m3):,105.7
BL0,2022,NO2,3,Low days:,315
BL0,2022,NO2,4,Moderate days:,0
BL0,2022,NO2,5,High days:,0
BL0,2022,NO2,6,Very High days:,0
BL0,2022,NO2,7,Mean: (AQS Objective < 40ug/m3),26
BL0,2022,NO2,7,Annual data capture rate (%):,87
BL0,2022,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BL0,2022,O3,0,Ozone,-999
BL0,2022,O3,1,Data capture rate (%):,95
BL0,2022,O3,2,Rolling 8hr max (ug/m3):,159.6
BL0,2022,O3,3,Low days:,327
BL0,2022,O3,4,Moderate days:,13
BL0,2022,O3,5,High days:,0
BL0,2022,O3,6,Very High days:,0
BL0,2022,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),14
BL0,2022,O3,7,Annual data capture rate (%):,95
BL0,2022,PM10,0,PM10 Particulates,-999
BL0,2022,PM10,1,Data capture rate (%):,96
BL0,2022,PM10,2,Hourly mean (ug/m3):,27.7
BL0,2022,PM10,3,Low days:,342
BL0,2022,PM10,4,Moderate days:,3
BL0,2022,PM10,5,High days:,0
BL0,2022,PM10,6,Very High days:,0
BL0,2022,PM10,7,Mean: (AQS Objective < 40ug/m3),17
BL0,2022,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),4
BL0,2022,PM10,7,Annual data capture rate (%):,96
BL0,2022,PM25,0,PM2.5 Particulates,-999
BL0,2022,PM25,1,Data capture rate (%):,60
BL0,2022,PM25,2,Hourly mean (ug/m3):,12.6
BL0,2022,PM25,3,Low days:,219
BL0,2022,PM25,4,Moderate days:,0
BL0,2022,PM25,5,High days:,0
BL0,2022,PM25,6,Very High days:,0
BL0,2022,PM25,7,Mean: (AQS Objective < 25ug/m3),8
BL0,2022,SO2,0,Sulphur Dioxide,-999
BL0,2022,SO2,1,Data capture rate (%):,94
BL0,2022,SO2,2,15min max (ug/m3):,9.3
BL0,2022,SO2,3,Low days:,342
BL0,2022,SO2,4,Moderate days:,0
BL0,2022,SO2,5,High days:,0
BL0,2022,SO2,6,Very High days:,0
BL0,2022,SO2,7,Days where daily mean >125ug/m3: (AQS Objective <= 3),0
BL0,2022,SO2,7,Occurences of 15min mean >267ug/m3: (AQS Objective <= 35),0
BL0,2022,SO2,7,Occurences of hourly mean >350ug/m3: (AQS Objective <= 24),0
BL0,2022,SO2,7,Annual data capture rate (%):,94
BL0,2023,NO2,0,Nitrogen Dioxide,-999
BL0,2023,NO2,1,Data capture rate (%):,63
BL0,2023,NO2,2,Hourly max (ug/m3):,113.4
BL0,2023,NO2,3,Low days:,227
BL0,2023,NO2,4,Moderate days:,0
BL0,2023,NO2,5,High days:,0
BL0,2023,NO2,6,Very High days:,0
BL0,2023,NO2,7,Mean: (AQS Objective < 40ug/m3),24
BL0,2023,NO2,7,Annual data capture rate (%):,63
BL0,2023,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BL0,2023,O3,0,Ozone,-999
BL0,2023,O3,1,Data capture rate (%):,61
BL0,2023,O3,2,Rolling 8hr max (ug/m3):,175.4
BL0,2023,O3,3,Low days:,212
BL0,2023,O3,4,Moderate days:,9
BL0,2023,O3,5,High days:,0
BL0,2023,O3,6,Very High days:,0
BL0,2023,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),10
BL0,2023,O3,7,Annual data capture rate (%):,61
BL0,2023,PM10,0,PM10 Particulates,-999
BL0,2023,PM10,1,Data capture rate (%):,63
BL0,2023,PM10,2,Hourly mean (ug/m3):,22.1
BL0,2023,PM10,3,Low days:,230
BL0,2023,PM10,4,Moderate days:,0
BL0,2023,PM10,5,High days:,0
BL0,2023,PM10,6,Very High days:,0
BL0,2023,PM10,7,Mean: (AQS Objective < 40ug/m3),14
BL0,2023,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
BL0,2023,PM10,7,Annual data capture rate (%):,63
BL0,2023,PM25,0,PM2.5 Particulates,-999
BL0,2023,PM25,1,Data capture rate (%):,63
BL0,2023,PM25,2,Hourly mean (ug/m3):,13.3
BL0,2023,PM25,3,Low days:,228
BL0,2023,PM25,4,Moderate days:,0
BL0,2023,PM25,5,High days:,0
BL0,2023,PM25,6,Very High days:,0
BL0,2023,PM25,7,Mean: (AQS Objective < 25ug/m3),8
BL0,2023,SO2,0,Sulphur Dioxide,-999
BL0,2023,SO2,1,Data capture rate (%):,56
BL0,2023,SO2,2,15min max (ug/m3):,74.7
BL0,2023,SO2,3,Low days:,202
BL0,2023,SO2,4,Moderate days:,0
BL0,2023,SO2,5,High days:,0
BL0,2023,SO2,6,Very High days:,0
BL0,2023,SO2,7,Days where daily mean >125ug/m3: (AQS Objective <= 3),0
BL0,2023,SO2,7,Occurences of 15min mean >267ug/m3: (AQS Objective <= 35),0
BL0,2023,SO2,7,Occurences of hourly mean >350ug/m3: (AQS Objective <= 24),0
BL0,2023,SO2,7,Annual data capture rate (%):,56
BQ5,2014,PM10,0,PM10 Particulates,-999
BQ5,2014,PM10,1,Data capture rate (%):,79
BQ5,2014,PM10,2,Hourly mean (ug/m3):,29.3
BQ5,2014,PM10,3,Low days:,255
BQ5,2014,PM10,4,Moderate days:,21
BQ5,2014,PM10,5,High days:,7
BQ5,2014,PM10,6,Very High days:,3
BQ5,2014,PM10,7,Mean: (AQS Objective < 40ug/m3),29
BQ5,2014,PM10,7,Annual data capture rate (%):,79
BQ5,2014,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),35
BQ6,2014,PM10,0,PM10 Particulates,-999
BQ6,2014,PM10,1,Data capture rate (%):,78
BQ6,2014,PM10,2,Hourly mean (ug/m3):,27.7
BQ6,2014,PM10,3,Low days:,258
BQ6,2014,PM10,4,Moderate days:,20
BQ6,2014,PM10,5,High days:,4
BQ6,2014,PM10,6,Very High days:,2
BQ6,2014,PM10,7,Mean: (AQS Objective < 40ug/m3),28
BQ6,2014,PM10,7,Annual data capture rate (%):,78
BQ6,2014,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),27
BQ7,2014,FINE,0,PM2.5 (not reference equiv.),-999
BQ7,2014,FINE,1,Data capture rate (%):,95
BQ7,2014,FINE,2,Hourly mean (ug/m3):,16.3
BQ7,2014,NO2,0,Nitrogen Dioxide,-999
BQ7,2014,NO2,1,Data capture rate (%):,98
BQ7,2014,NO2,2,Hourly max (ug/m3):,119.7
BQ7,2014,NO2,3,Low days:,356
BQ7,2014,NO2,4,Moderate days:,0
BQ7,2014,NO2,5,High days:,0
BQ7,2014,NO2,6,Very High days:,0
BQ7,2014,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BQ7,2014,NO2,7,Mean: (AQS Objective < 40ug/m3),23
BQ7,2014,NO2,7,Annual data capture rate (%):,98
BQ7,2014,O3,0,Ozone,-999
BQ7,2014,O3,1,Data capture rate (%):,99
BQ7,2014,O3,2,Rolling 8hr max (ug/m3):,131.6
BQ7,2014,O3,3,Low days:,346
BQ7,2014,O3,4,Moderate days:,8
BQ7,2014,O3,5,High days:,0
BQ7,2014,O3,6,Very High days:,0
BQ7,2014,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),10
BQ7,2014,O3,7,Annual data capture rate (%):,99
BQ7,2014,PM10,0,PM10 Particulates,-999
BQ7,2014,PM10,1,Data capture rate (%):,95
BQ7,2014,PM10,2,Hourly mean (ug/m3):,30.6
BQ7,2014,PM10,3,Low days:,341
BQ7,2014,PM10,4,Moderate days:,6
BQ7,2014,PM10,5,High days:,0
BQ7,2014,PM10,6,Very High days:,0
BQ7,2014,PM10,7,Mean: (AQS Objective < 40ug/m3),19
BQ7,2014,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),6
BQ7,2014,PM10,7,Annual data capture rate (%):,95
BQ7,2015,FINE,0,PM2.5 (not reference equiv.),-999
BQ7,2015,FINE,1,Data capture rate (%):,96
BQ7,2015,FINE,2,Hourly mean (ug/m3):,13.4
BQ7,2015,NO2,0,Nitrogen Dioxide,-999
BQ7,2015,NO2,1,Data capture rate (%):,85
BQ7,2015,NO2,2,Hourly max (ug/m3):,91.2
BQ7,2015,NO2,3,Low days:,301
BQ7,2015,NO2,4,Moderate days:,0
BQ7,2015,NO2,5,High days:,0
BQ7,2015,NO2,6,Very High days:,0
BQ7,2015,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
BQ7,2015,NO2,7,Mean: (AQS Objective < 40ug/m3),22
BQ7,2015,NO2,7,Annual data capture rate (%):,85
BQ7,2015,O3,0,Ozone,-999
BQ7,2015,O3,1,Data capture rate (%):,99
BQ7,2015,O3,2,Rolling 8hr max (ug/m3):,151.4
BQ7,2015,O3,3,Low days:,353
BQ7,2015,O3,4,Moderate days:,7
BQ7,2015,O3,5,High days:,0
BQ7,2015,O3,6,Very High days:,0
BQ7,2015,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),7
BQ7,2015,O3,7,Annual data capture rate (%):,99
BQ7,2015,PM10,0,PM10 Particulates,-999
BQ7,2015,PM10,1,Data capture rate (%):,94
BQ7,2015,PM10,2,Hourly mean (ug/m3):,29.1
BQ7,2015,PM10,3,Low days:,341
BQ7,2015,PM10,4,Moderate days:,1
BQ7,2015,PM10,5,High days:,0
BQ7,2015,PM10,6,Very High days:,0
BQ7,2015,PM10,7,Mean: (AQS Objective < 40ug/m3),18
BQ7,2015,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),1
BQ7,2015,PM10,7,Annual data capture rate (%):,94
BQ7,2016,FINE,0,PM2.5 (not reference equiv.),-999
BQ7,2016,FINE,1,Data capture rate (%):,99
BQ7,2016,FINE,2,Hourly mean (ug/m3):,14.1
BQ7,2016,NO2,0,Nitrogen Dioxide,-999
BQ7,2016,NO2,1,Data capture rate (%):,93
BQ7,2016,NO2,2,Hourly max (ug/m3):,146.4
BQ7,2016,NO2,3,Low days:,340
BQ7,2016,NO2,4,Moderate days:,0
